Id,SalePrice
1461,122036.61
1462,241617.55
1463,186802.64
1464,213630.2
1465,153336.61
1466,181270.34
1467,192867.58
1468,156420.66
1469,185237.03
1470,113762.46
1471,150619.6
1472,110773.18
1473,119457.82
1474,142103.73
1475,123800.39
1476,413634.38
1477,251020.62
1478,294223.38
1479,289249.16
1480,456798.44
1481,317215.88
1482,212406.33
1483,194329.73
1484,167260.4
1485,189684.69
1486,181324.08
1487,378572.38
1488,206406.14
1489,176864.03
1490,271846.8
1491,195175.66
1492,108734.67
1493,185846.66
1494,307360.62
1495,252140.98
1496,221097.34
1497,161809.34
1498,211290.8
1499,148260.97
1500,160288.06
1501,192597.34
1502,143094.03
1503,280384.8
1504,239312.08
1505,244040.69
1506,178193.2
1507,301871.9
1508,217337.17
1509,173561.88
1510,149376.56
1511,130869.42
1512,184974.75
1513,125433.03
1514,208160.98
1515,189012.28
1516,142422.7
1517,183316.12
1518,121582.51
1519,223830.06
1520,139564.23
1521,135422.44
1522,176869.03
1523,115491.23
1524,108328.766
1525,112332.24
1526,114135.97
1527,114156.24
1528,121419.45
1529,154355.4
1530,230483.97
1531,168412.08
1532,84903.18
1533,160834.44
1534,143537.1
1535,127385.125
1536,112760.695
1537,82035.3
1538,166422.08
1539,219713.7
1540,84780.84
1541,131269.25
1542,113430.91
1543,211377.9
1544,96061.16
1545,124480.85
1546,134844.66
1547,147725.16
1548,166012.27
1549,113317.89
1550,147532.39
1551,98970.38
1552,149121.52
1553,173619.9
1554,139613.81
1555,168353.66
1556,67235.85
1557,107460.984
1558,135699.9
1559,85269.12
1560,98234.13
1561,135613.3
1562,152496.94
1563,112241.945
1564,156859.78
1565,144865.25
1566,207631.27
1567,77416.88
1568,212905.0
1569,162199.78
1570,123152.266
1571,104667.37
1572,138705.9
1573,222890.89
1574,119088.984
1575,251609.0
1576,246735.39
1577,194974.48
1578,136278.14
1579,149219.03
1580,194862.19
1581,138514.34
1582,122030.15
1583,306622.3
1584,219746.23
1585,144758.81
1586,84364.83
1587,115093.23
1588,114950.6
1589,109193.77
1590,127339.15
1591,74376.62
1592,97317.69
1593,124667.266
1594,160813.98
1595,131790.45
1596,237667.1
1597,271400.62
1598,184528.12
1599,136453.34
1600,107381.12
1601,77179.52
1602,93849.93
1603,39851.258
1604,261997.39
1605,193548.03
1606,171695.16
1607,163343.94
1608,229604.28
1609,179863.53
1610,142613.53
1611,147834.42
1612,165411.66
1613,167554.06
1614,76814.02
1615,86084.02
1616,47527.527
1617,81398.26
1618,117902.84
1619,153269.86
1620,202020.33
1621,129415.23
1622,149671.64
1623,203002.19
1624,193890.97
1625,112068.805
1626,158037.45
1627,192849.44
1628,274302.97
1629,179771.44
1630,415751.72
1631,203762.48
1632,209607.06
1633,192002.47
1634,182438.81
1635,177944.7
1636,173838.62
1637,222708.16
1638,213925.23
1639,177284.22
1640,256533.81
1641,166410.2
1642,266647.5
1643,215965.42
1644,254915.77
1645,227204.19
1646,173037.67
1647,149758.06
1648,122902.945
1649,145240.2
1650,116954.76
1651,96184.945
1652,99608.63
1653,122754.016
1654,142935.5
1655,137229.19
1656,138615.06
1657,136557.86
1658,161551.33
1659,131283.36
1660,153898.17
1661,429988.78
1662,358297.75
1663,333059.88
1664,619160.6
1665,269321.7
1666,314686.72
1667,375851.1
1668,326768.44
1669,285815.62
1670,301779.78
1671,260863.81
1672,408248.2
1673,300554.34
1674,273012.44
1675,179523.03
1676,216439.14
1677,213896.64
1678,497915.1
1679,385033.0
1680,353451.22
1681,220670.67
1682,344456.6
1683,194551.86
1684,179839.11
1685,179281.52
1686,157131.58
1687,174908.19
1688,188236.42
1689,208321.36
1690,190265.66
1691,182053.8
1692,252699.33
1693,159004.12
1694,176714.28
1695,160435.97
1696,268696.72
1697,180769.52
1698,368811.56
1699,347088.06
1700,281136.2
1701,227677.22
1702,255367.23
1703,229868.47
1704,284196.7
1705,248894.03
1706,244272.4
1707,268283.9
1708,201300.64
1709,275707.25
1710,215635.86
1711,271430.44
1712,265280.03
1713,289664.25
1714,231647.67
1715,213042.05
1716,165629.47
1717,168858.69
1718,127744.62
1719,243487.17
1720,226017.12
1721,151519.66
1722,158170.11
1723,158355.08
1724,177808.53
1725,240653.98
1726,177414.05
1727,167528.14
1728,186348.88
1729,137915.62
1730,173591.97
1731,117223.23
1732,132008.44
1733,110610.336
1734,111412.35
1735,135190.33
1736,123490.71
1737,291823.6
1738,269575.12
1739,315553.72
1740,241925.16
1741,165134.81
1742,157144.97
1743,166276.16
1744,443638.0
1745,207815.03
1746,206245.67
1747,253509.4
1748,254959.38
1749,170586.12
1750,118609.72
1751,195913.28
1752,111938.52
1753,141876.02
1754,209516.67
1755,176693.9
1756,169626.45
1757,138461.14
1758,153536.45
1759,141266.98
1760,167843.77
1761,153266.66
1762,178258.27
1763,233195.95
1764,122708.95
1765,160236.1
1766,164117.61
1767,197268.9
1768,150144.81
1769,137895.19
1770,150608.55
1771,126382.54
1772,132295.42
1773,115849.62
1774,135713.8
1775,154033.4
1776,140881.84
1777,107916.805
1778,133662.5
1779,109258.86
1780,176818.4
1781,125336.99
1782,82173.93
1783,150073.03
1784,143689.45
1785,123322.96
1786,232839.31
1787,142731.45
1788,100668.01
1789,109481.63
1790,58730.984
1791,178252.34
1792,148620.66
1793,89202.8
1794,157725.38
1795,148217.52
1796,123798.7
1797,150591.4
1798,128555.27
1799,107652.91
1800,137024.66
1801,105068.93
1802,122991.586
1803,138247.9
1804,135780.17
1805,140959.16
1806,136972.62
1807,168927.61
1808,89455.14
1809,132614.58
1810,162908.27
1811,121133.24
1812,139646.14
1813,150725.5
1814,109898.05
1815,78162.414
1816,76719.03
1817,99015.38
1818,187566.58
1819,128078.914
1820,67982.95
1821,119179.51
1822,176631.19
1823,87698.375
1824,119523.67
1825,175461.66
1826,76649.055
1827,94045.625
1828,153715.94
1829,116477.46
1830,171781.28
1831,131478.94
1832,114111.555
1833,179762.48
1834,98364.51
1835,124835.15
1836,109564.26
1837,142684.66
1838,141173.23
1839,111104.95
1840,186566.08
1841,117930.63
1842,80574.695
1843,138390.38
1844,144912.22
1845,153494.78
1846,142663.42
1847,185021.5
1848,61094.164
1849,77745.695
1850,141960.12
1851,156341.56
1852,166005.47
1853,107620.71
1854,168995.1
1855,146985.14
1856,241479.45
1857,139053.53
1858,147479.17
1859,102470.85
1860,157508.38
1861,120304.164
1862,371518.75
1863,361503.8
1864,361517.88
1865,417060.3
1866,348449.44
1867,235232.83
1868,255285.05
1869,199537.31
1870,215254.78
1871,253187.03
1872,181652.83
1873,266151.38
1874,150418.53
1875,192665.72
1876,191986.69
1877,227150.81
1878,196384.78
1879,147693.5
1880,131219.1
1881,259221.88
1882,254354.73
1883,203762.69
1884,199290.34
1885,180825.88
1886,278660.2
1887,203670.78
1888,261873.03
1889,186607.64
1890,133294.88
1891,115518.24
1892,102066.42
1893,111954.13
1894,109827.13
1895,127250.97
1896,136527.56
1897,121913.85
1898,89817.91
1899,157862.23
1900,119684.91
1901,219639.81
1902,153778.98
1903,251065.6
1904,127663.234
1905,172707.22
1906,159483.56
1907,224175.84
1908,117629.81
1909,125908.734
1910,111589.07
1911,246160.06
1912,309326.62
1913,117875.75
1914,73389.78
1915,431628.56
1916,85100.98
1917,214781.28
1918,152360.8
1919,207783.6
1920,138080.03
1921,399134.94
1922,315420.56
1923,254252.55
1924,214215.03
1925,173992.25
1926,413898.94
1927,131603.9
1928,136878.47
1929,158929.28
1930,125928.984
