Id,SalePrice
1461,133007.92
1462,182064.22
1463,194354.86
1464,206362.44
1465,198731.47
1466,190141.48
1467,199672.66
1468,171826.75
1469,197772.81
1470,137021.64
1471,173928.22
1472,120609.37
1473,114809.15
1474,159723.92
1475,118526.32
1476,387206.34
1477,247035.42
1478,286826.22
1479,296705.34
1480,493690.9
1481,332806.03
1482,205399.8
1483,190121.14
1484,172625.05
1485,191743.56
1486,201822.31
1487,370047.6
1488,240562.56
1489,207908.27
1490,256169.22
1491,206277.17
1492,100788.4
1493,185769.86
1494,303063.4
1495,289111.6
1496,250716.5
1497,191820.3
1498,184708.94
1499,174075.08
1500,172315.92
1501,190082.2
1502,164399.78
1503,313229.78
1504,257994.9
1505,238743.19
1506,205931.78
1507,265396.22
1508,204958.69
1509,168495.55
1510,162890.5
1511,172954.22
1512,180108.98
1513,167435.14
1514,173360.7
1515,198920.92
1516,168175.27
1517,181934.58
1518,136601.66
1519,226309.45
1520,138308.22
1521,146957.4
1522,178922.23
1523,120173.375
1524,122871.78
1525,133979.66
1526,117849.11
1527,109302.586
1528,147260.84
1529,164685.56
1530,201669.25
1531,136874.7
1532,98550.836
1533,139537.69
1534,122747.71
1535,155483.5
1536,119184.31
1537,62132.297
1538,170136.48
1539,229256.19
1540,101911.79
1541,150037.75
1542,148065.81
1543,190233.78
1544,83353.97
1545,114698.97
1546,142187.2
1547,152895.98
1548,147582.17
1549,128687.125
1550,135655.56
1551,108649.914
1552,153080.8
1553,147840.39
1554,122435.59
1555,186404.86
1556,100589.484
1557,132883.66
1558,113017.15
1559,71988.33
1560,141633.62
1561,137868.98
1562,139414.97
1563,132191.9
1564,166263.34
1565,163396.2
1566,248888.66
1567,82936.17
1568,250950.27
1569,143289.17
1570,139828.36
1571,119924.516
1572,148087.47
1573,250104.27
1574,127979.17
1575,240350.72
1576,253980.28
1577,187947.02
1578,162705.2
1579,145374.61
1580,196399.84
1581,164179.06
1582,131967.17
1583,302054.28
1584,232230.3
1585,148377.78
1586,81752.28
1587,111627.98
1588,159089.2
1589,102408.07
1590,140334.66
1591,86361.3
1592,129120.22
1593,139110.16
1594,146033.95
1595,110111.38
1596,219837.42
1597,198354.11
1598,223753.56
1599,171840.47
1600,158643.42
1601,68862.85
1602,124008.35
1603,71394.06
1604,291960.47
1605,246770.31
1606,176384.58
1607,169169.58
1608,217525.62
1609,185769.3
1610,155523.31
1611,149260.17
1612,182396.56
1613,169797.42
1614,125837.71
1615,99094.21
1616,80467.125
1617,103297.5
1618,139305.55
1619,160418.05
1620,175917.67
1621,146866.31
1622,162964.14
1623,258629.25
1624,217071.44
1625,121543.57
1626,174633.88
1627,203476.58
1628,289939.66
1629,189190.77
1630,376996.25
1631,237462.9
1632,251139.36
1633,182551.08
1634,191845.84
1635,185676.97
1636,162439.1
1637,209783.5
1638,205188.6
1639,200178.08
1640,254355.1
1641,195801.05
1642,270509.0
1643,245456.95
1644,247051.81
1645,226928.28
1646,175768.69
1647,168268.36
1648,141957.19
1649,154353.48
1650,124162.01
1651,127578.9
1652,112136.1
1653,119283.87
1654,158748.33
1655,144931.69
1656,157374.69
1657,157654.58
1658,162413.92
1659,131534.19
1660,165293.34
1661,441024.47
1662,389104.56
1663,366420.9
1664,511046.8
1665,300948.12
1666,326095.66
1667,382235.44
1668,347460.75
1669,323494.44
1670,350184.5
1671,260029.77
1672,427833.72
1673,317771.38
1674,239859.84
1675,189199.86
1676,195199.3
1677,213777.62
1678,506900.84
1679,388555.34
1680,324203.1
1681,244239.2
1682,311292.38
1683,187176.27
1684,189064.05
1685,180408.73
1686,169048.7
1687,173228.52
1688,197601.52
1689,202249.6
1690,203434.9
1691,196772.28
1692,268872.06
1693,179408.44
1694,193064.14
1695,174671.5
1696,282325.12
1697,177947.34
1698,357724.9
1699,323278.4
1700,270401.44
1701,273504.94
1702,247376.28
1703,247926.6
1704,278991.2
1705,240086.83
1706,368292.2
1707,227007.27
1708,217354.23
1709,271138.38
1710,233216.25
1711,290099.44
1712,266426.16
1713,289146.22
1714,229907.67
1715,222942.66
1716,193895.31
1717,180753.38
1718,130729.43
1719,233100.95
1720,237995.23
1721,165768.42
1722,120628.05
1723,162089.2
1724,218552.42
1725,252462.39
1726,193668.56
1727,155355.75
1728,179580.73
1729,189208.77
1730,158364.44
1731,114405.52
1732,138918.02
1733,119821.77
1734,136272.83
1735,131521.0
1736,111072.15
1737,346690.94
1738,264126.53
1739,281900.06
1740,235553.48
1741,202868.55
1742,180765.56
1743,181344.7
1744,399390.4
1745,232655.77
1746,185836.47
1747,232125.92
1748,244461.48
1749,163388.47
1750,137846.53
1751,254209.25
1752,132329.22
1753,160687.22
1754,199531.7
1755,183587.94
1756,148780.27
1757,125843.96
1758,154295.58
1759,170237.02
1760,168735.14
1761,155858.38
1762,189155.8
1763,189378.08
1764,126428.98
1765,169514.38
1766,200738.16
1767,222007.98
1768,156301.48
1769,171877.0
1770,160568.52
1771,125981.234
1772,141731.5
1773,141174.05
1774,134407.84
1775,154934.61
1776,139459.4
1777,119525.77
1778,148392.45
1779,138778.47
1780,181034.38
1781,135806.95
1782,89895.69
1783,147081.64
1784,123216.86
1785,118138.086
1786,182524.89
1787,188659.23
1788,68057.086
1789,97988.9
1790,96934.5
1791,186984.8
1792,173795.89
1793,132576.94
1794,157251.7
1795,144947.14
1796,137905.27
1797,121560.85
1798,125243.25
1799,121444.73
1800,146595.62
1801,139960.81
1802,143574.08
1803,167955.27
1804,148817.42
1805,151918.75
1806,120339.66
1807,133758.78
1808,130904.18
1809,140838.7
1810,142362.72
1811,136103.45
1812,104076.92
1813,151155.55
1814,106492.336
1815,59482.465
1816,108489.96
1817,120427.17
1818,175185.95
1819,135329.9
1820,52057.1
1821,128091.21
1822,154167.97
1823,55018.637
1824,124211.38
1825,153697.53
1826,122592.555
1827,97733.9
1828,141839.12
1829,116503.45
1830,141752.88
1831,146746.75
1832,67704.07
1833,146063.4
1834,135368.23
1835,132016.11
1836,123558.945
1837,89898.96
1838,143886.98
1839,103737.91
1840,166543.05
1841,145284.03
1842,100985.7
1843,146660.4
1844,156470.98
1845,163766.64
1846,163722.72
1847,179388.53
1848,53845.723
1849,112354.0
1850,125765.055
1851,153539.05
1852,130196.05
1853,139082.66
1854,170209.86
1855,162437.38
1856,245147.8
1857,168236.42
1858,138112.2
1859,119683.305
1860,154430.16
1861,119676.44
1862,318112.53
1863,295984.22
1864,296002.6
1865,358967.78
1866,325710.88
1867,223783.31
1868,277174.5
1869,208434.56
1870,236022.16
1871,258105.42
1872,179940.3
1873,264595.06
1874,153610.1
1875,198935.58
1876,208949.75
1877,216872.6
1878,213520.72
1879,136484.95
1880,143449.81
1881,252973.22
1882,245732.67
1883,187510.23
1884,208459.6
1885,236650.98
1886,277647.62
1887,215031.28
1888,267984.38
1889,178577.95
1890,129408.484
1891,122464.89
1892,107690.85
1893,142774.52
1894,128432.74
1895,148980.05
1896,133999.6
1897,134861.42
1898,123710.37
1899,176681.81
1900,162987.05
1901,189669.28
1902,164123.25
1903,218084.39
1904,147243.61
1905,195663.16
1906,138133.94
1907,217471.8
1908,106581.97
1909,133346.77
1910,117243.26
1911,229814.9
1912,335547.28
1913,167684.39
1914,50722.6
1915,352845.1
1916,69522.45
1917,244011.33
1918,152258.89
1919,181268.27
1920,161061.95
1921,397543.28
1922,346953.9
1923,253220.33
1924,229201.67
1925,212771.28
1926,401483.38
1927,144638.92
1928,169374.52
1929,123896.23
1930,150017.0
1931,144752.62
1932,142045.27
1933,215829.55
1934,191062.4
1935,183079.58
1936,206067.69
1937,200841.89
1938,174600.25
1939,255018.97
1940,195425.62
1941,185518.95
1942,189969.77
1943,222226.02
1944,417967.78
1945,414862.38
1946,145954.39
1947,269674.9
1948,198589.5
1949,254567.16
1950,193131.3
1951,241350.77
1952,209783.31
1953,184036.38
1954,201857.27
1955,142980.11
1956,320042.5
1957,168160.77
1958,287939.84
1959,147100.19
1960,132425.6
1961,128922.94
1962,109494.85
1963,119961.586
1964,123299.54
1965,158873.03
1966,147851.7
1967,304940.28
1968,422081.5
1969,382184.97
1970,418672.9
1971,484544.56
1972,392739.66
1973,292776.7
1974,346999.88
1975,537537.94
1976,286903.7
1977,378409.03
1978,370719.7
1979,305387.88
1980,203429.7
1981,339549.4
1982,214742.98
1983,196438.25
1984,173078.72
1985,231950.58
1986,216451.39
1987,185939.42
1988,185997.25
1989,199599.64
1990,218052.97
1991,219998.52
1992,221425.2
1993,181429.25
1994,238957.83
1995,195461.8
1996,265889.25
1997,332106.56
1998,323518.3
1999,303362.62
2000,343420.25
2001,295639.66
2002,250017.66
2003,264696.34
2004,298779.34
2005,226724.39
2006,229731.02
2007,263123.1
2008,238640.86
2009,211706.55
2010,201999.78
2011,137013.52
2012,187959.52
2013,188217.72
2014,190178.1
2015,223041.52
2016,201124.7
2017,198709.05
2018,121778.62
2019,143105.25
2020,105847.23
2021,118372.125
2022,193427.25
2023,147416.6
2024,276069.75
2025,370286.5
2026,185854.73
2027,172454.92
2028,161718.14
2029,172730.47
2030,273497.75
2031,244014.61
2032,260922.4
2033,263425.1
2034,182210.56
2035,239326.66
2036,197252.0
2037,212202.58
2038,342234.44
2039,229389.16
2040,338619.22
2041,335932.7
2042,226857.53
2043,179068.23
2044,192586.38
2045,203589.64
2046,148018.64
2047,149911.1
2048,149232.17
2049,146930.61
2050,183248.67
2051,116061.445
2052,129385.44
2053,155107.33
2054,104574.86
2055,162075.12
2056,153628.9
2057,121308.07
2058,221648.23
2059,146046.4
2060,184377.89
2061,179057.9
2062,136985.75
2063,127078.984
2064,150139.73
2065,112165.234
2066,167402.62
2067,108486.945
2068,149090.9
2069,78135.22
2070,120166.83
2071,101516.2
2072,132472.78
2073,149228.61
2074,191699.33
2075,151281.88
2076,120962.875
2077,165408.73
2078,130747.53
2079,142355.73
2080,127852.11
2081,140864.36
2082,135328.81
2083,148958.34
2084,114847.125
2085,130496.61
2086,100846.13
2087,121749.836
2088,101185.94
2089,90014.62
2090,133665.86
2091,133045.12
2092,125481.53
2093,120983.91
2094,107584.51
2095,153713.42
2096,91895.15
2097,112841.89
2098,150230.78
2099,54938.29
2100,51826.816
2101,125780.766
2102,136742.27
2103,118055.21
2104,143129.17
2105,138571.19
2106,79526.34
2107,222423.72
2108,117500.18
2109,108387.38
2110,118507.13
2111,136662.16
2112,144814.19
2113,130004.53
2114,133965.55
2115,168641.75
2116,113819.08
2117,154886.73
2118,116438.734
2119,119798.46
2120,121871.65
2121,98961.41
2122,126955.01
2123,89996.17
2124,162705.5
2125,128723.6
2126,169363.52
2127,163354.14
2128,122196.87
2129,82286.555
2130,152510.36
2131,166519.92
2132,113907.195
2133,134698.97
2134,134104.75
2135,109275.164
2136,102454.87
2137,106283.05
2138,139433.39
2139,155832.89
2140,150521.39
2141,168868.73
2142,132094.84
2143,151708.66
2144,123546.89
2145,150304.16
2146,182614.8
2147,160731.1
2148,136410.22
2149,156430.9
2150,234882.94
2151,124314.23
2152,164617.33
2153,175408.48
2154,115802.32
2155,152113.88
2156,270238.78
2157,242422.69
2158,251053.69
2159,224561.89
2160,186407.12
2161,233764.53
2162,385296.9
2163,328861.22
2164,249088.36
2165,212365.34
2166,159745.83
2167,227433.36
2168,202222.83
2169,200370.48
2170,232505.58
2171,167954.75
2172,137998.14
2173,183922.22
2174,234571.88
2175,310052.6
2176,309462.38
2177,248787.77
2178,219307.31
2179,145332.25
2180,210871.92
2181,196732.6
2182,231419.8
2183,193491.52
2184,131620.84
2185,134624.52
2186,146563.0
2187,161830.19
2188,160675.8
2189,312768.53
2190,99814.27
2191,80353.29
2192,96684.95
2193,124702.66
2194,112434.97
2195,124843.445
2196,114114.5
2197,136785.25
2198,168084.3
2199,172596.19
2200,147870.47
2201,158932.23
2202,219928.25
2203,153387.27
2204,185892.33
2205,127523.16
2206,156991.89
2207,238262.03
2208,279578.53
2209,272028.06
2210,121685.49
2211,128238.18
2212,131968.3
2213,118569.96
2214,145143.8
2215,110827.664
2216,164861.8
2217,74581.81
2218,72032.49
2219,66464.74
2220,62977.992
2221,352110.28
2222,303138.8
2223,280454.34
2224,219890.86
2225,125852.6
2226,195642.08
2227,196862.77
2228,282871.97
2229,261912.92
2230,154974.14
2231,221456.42
2232,187684.53
2233,189079.14
2234,244096.75
2235,221498.98
2236,259802.27
2237,308531.9
2238,206730.12
2239,92486.12
2240,161650.89
2241,174876.73
2242,123819.08
2243,136578.2
2244,112325.33
2245,114043.51
2246,151798.97
2247,123147.695
2248,132654.06
2249,125159.57
2250,140915.08
2251,126715.445
2252,184632.53
2253,165746.66
2254,192986.36
2255,191478.55
2256,181639.9
2257,223602.94
2258,168339.08
2259,193324.28
2260,155279.19
2261,202056.9
2262,227293.89
2263,414098.9
2264,462611.6
2265,187630.19
2266,315166.03
2267,391279.44
2268,440169.47
2269,159636.3
2270,205643.7
2271,220381.47
2272,206346.14
2273,172719.2
2274,196377.11
2275,176145.11
2276,200737.25
2277,202830.92
2278,148523.48
2279,145424.48
2280,115395.02
2281,164659.5
2282,174948.62
2283,127115.28
2284,126845.89
2285,151479.8
2286,135825.84
2287,367487.8
2288,281707.03
2289,361240.16
2290,450553.16
2291,372323.97
2292,426689.94
2293,463930.72
2294,440349.44
2295,492272.53
2296,292118.84
2297,369768.66
2298,370851.44
2299,385774.2
2300,345694.1
2301,326031.28
2302,261263.47
2303,247633.47
2304,265139.1
2305,189342.62
2306,185406.89
2307,194009.94
2308,225098.08
2309,279527.3
2310,199727.58
2311,203023.84
2312,184271.77
2313,181734.9
2314,181126.42
2315,186377.69
2316,199544.11
2317,205074.4
2318,182428.78
2319,189325.3
2320,190084.89
2321,244173.66
2322,186987.64
2323,202878.7
2324,191546.66
2325,213309.06
2326,184024.14
2327,211200.56
2328,227363.17
2329,196977.77
2330,194013.17
2331,354868.3
2332,420234.34
2333,349161.97
2334,281404.47
2335,289483.4
2336,324445.12
2337,202290.61
2338,256220.94
2339,232683.3
2340,409937.7
2341,229507.83
2342,237756.0
2343,237261.88
2344,231428.14
2345,249646.48
